title,authors,year,venue,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
ClusterChirp: A GPU-accelerated Web Server for Natural Language-Guided Interactive Visualization and Analysis of Large Omics Data,Osho Rawal; Rex Lu; Edgar Gonzalez-Kozlova; Sacha Gnjatic; Zeynep H. Gümüş,2026,q-bio.GN,"Tabular datasets are commonly visualized as heatmaps, where data values are represented as color intensities in a matrix to reveal patterns and correlations. However, modern omics technologies increasingly generate matrices so large that existing visual exploration tools require downsampling or filtering, risking loss of biologically important patterns. Additional barriers arise from tools that require command-line expertise, or fragmented workflows for downstream biological interpretation. We present ClusterChirp, a web-based platform for real-time, interactive exploration of large-scale data matrices enabled by GPU-accelerated rendering and parallelized hierarchical clustering using multiple CPU cores. Built on deck.gl and multi-threaded clustering algorithms, ClusterChirp supports on-the-fly clustering, multi-metric sorting, feature search, and adjustable visualization parameters for interactive explorations. Uniquely, a natural language interface powered by a Large Language Model helps users perform complex operations and build reproducible workflows from conversational commands. Furthermore, users can select clusters to explore interactive within-cluster correlation networks in 2D or 3D, or perform functional enrichment through biological knowledge bases. Developed with iterative user feedback and adhering to FAIR4S principles, ClusterChirp empowers researchers to extract insights from high-dimensional omics data with unprecedented ease and speed. This website is freely available at clusterchirp.mssm.edu, with no login required.",https://arxiv.org/abs/2602.08280v1,2602.08280v1,,Medicine,arXiv,{}
scBench: Evaluating AI Agents on Single-Cell RNA-seq Analysis,Kenny Workman; Zhen Yang; Harihara Muralidharan; Aidan Abdulali; Hannah Le,2026,q-bio.GN,"As single-cell RNA sequencing datasets grow in adoption, scale, and complexity, data analysis remains a bottleneck for many research groups. Although frontier AI agents have improved dramatically at software engineering and general data analysis, it remains unclear whether they can extract biological insight from messy, real-world single-cell datasets. We introduce scBench, a benchmark of 394 verifiable problems derived from practical scRNA-seq workflows spanning six sequencing platforms and seven task categories. Each problem provides a snapshot of experimental data immediately prior to an analysis step and a deterministic grader that evaluates recovery of a key biological result. Benchmark data on eight frontier models shows that accuracy ranges from 29-53%, with strong model-task and model-platform interactions. Platform choice affects accuracy as much as model choice, with 40+ percentage point drops on less-documented technologies. scBench complements SpatialBench to cover the two dominant single-cell modalities, serving both as a measurement tool and a diagnostic lens for developing agents that can analyze real scRNA-seq datasets faithfully and reproducibly.",https://arxiv.org/abs/2602.09063v1,2602.09063v1,,Medicine,arXiv,{}
"MetaHQ: Harmonized, high-quality metadata annotations of public omics samples and studies",Parker Hicks; Lydia E Valtadoros; Christopher A Mancuso; Faisal Alquadoomi; Kayla A Johnson; Sneha Sundar; Arjun Krishnan,2026,q-bio.GN,"Public omics databases like the Gene Expression Omnibus and the Sequence Read Archive offer substantial opportunities for data reuse to address novel biomedical questions. However, it is still difficult to find samples and studies of interest since they are described by free-text metadata and lack standardized annotations. To address this issue, multiple research groups have undertaken curation efforts to add standardized annotations to large collections of these data, but these annotations are fragmented across online resources and are stored in different formats subject to varying standardization criteria, hindering the integration of annotations across sources. We developed MetaHQ to harmonize and distribute standardized metadata for public omics samples. MetaHQ comprises a database with nearly 200,000 annotations from 13 sources and a user-friendly command-line interface (CLI) to query the database and retrieve annotations. The MetaHQ CLI is deployed as a Python Package on PyPI at https://pypi.org/project/metahq-cli that accesses the MetaHQ database available at https://doi.org/10.5281/zenodo.18462463. Project source code and documentation are available at https://github.com/krishnanlab/meta-hq.",https://arxiv.org/abs/2602.07805v1,2602.07805v1,,Medicine,arXiv,{}
Alteration of the Brains Microbiome and Neuroinflammation Associated with Ventricular Catheters,Zihan Zhu; Dipankar Biswas; Michael Meggyesy; Di Cao; Gwendolyn Williams; Richard Um; Farzad Maroufi; Ryan P. Lee; Jun Hua; Liangliang Zhang; Jeffrey Capadona; Horst V. Recum; Mark G. Luciano,2026,q-bio.GN,"Background and Objectives: Proximal catheter obstruction is the leading cause of ventriculoperitoneal shunt failure, yet the biological triggers of peri-catheter inflammation and tissue ingrowth remain poorly defined. Evidence of bacterial ribosomal RNA in human brain tissue suggests that low-biomass microbial exposure may influence the inflammatory microenvironment surrounding implants. This study examined if microbial signal is detectable in unaltered brain tissue and if catheter implantation produces microbial shifts relevant to shunt dysfunction. Methods: Twenty-nine female mice were assigned to unaltered control (UC), trauma control (TC), plain silicone catheter (PSC), or antibiotic-impregnated catheter (AIC) groups. Brain and cecum tissues were harvested at postoperative days 7 and 28 for 16S rRNA sequencing. Microbial composition and predicted functional pathways were analyzed. A separate cohort underwent longitudinal MRI to assess edema, glial scar formation, and macrophage-associated susceptibility signal. Results: Low-level microbial signal was detected in unaltered brain tissue. Catheter implantation induced material-dependent shifts in brain-associated microbial composition. PSC was associated with enrichment of pro-inflammatory taxa, whereas AIC favored immune-regulatory taxa. Predicted short-chain fatty acid biosynthesis was highest in AIC and lowest in PSC, while predicted lipopolysaccharide biosynthesis trended higher in PSC. MRI showed similar edema resolution but higher macrophage-associated susceptibility signal in PSC animals. Conclusion: Intracranial catheter implantation produces material-dependent shifts in low-biomass brain-associated microbial signal that parallel differential neuroimmune activation. These findings suggest catheter material may shape a biologically relevant peri-catheter niche with implications for chronic gliosis and proximal shunt obstruction.",https://arxiv.org/abs/2602.07648v1,2602.07648v1,,Medicine,arXiv,{}
Bipartite Graph Attention-based Clustering for Large-scale scRNA-seq Data,Zhuomin Liang; Liang Bai; Xian Yang,2026,q-bio.GN,"scRNA-seq clustering is a critical task for analyzing single-cell RNA sequencing (scRNA-seq) data, as it groups cells with similar gene expression profiles. Transformers, as powerful foundational models, have been applied to scRNA-seq clustering. Their self-attention mechanism automatically assigns higher attention weights to cells within the same cluster, enhancing the distinction between clusters. Existing methods for scRNA-seq clustering, such as graph transformer-based models, treat each cell as a token in a sequence. Their computational and space complexities are $\mathcal{O}(n^2)$ with respect to the number of cells, limiting their applicability to large-scale scRNA-seq datasets.To address this challenge, we propose a Bipartite Graph Transformer-based clustering model (BGFormer) for scRNA-seq data. We introduce a set of learnable anchor tokens as shared reference points to represent the entire dataset. A bipartite graph attention mechanism is introduced to learn the similarity between cells and anchor tokens, bringing cells of the same class closer together in the embedding space. BGFormer achieves linear computational complexity with respect to the number of cells, making it scalable to large datasets. Experimental results on multiple large-scale scRNA-seq datasets demonstrate the effectiveness and scalability of BGFormer.",https://arxiv.org/abs/2602.07475v1,2602.07475v1,,Medicine,arXiv,{}
"A Zipf-preserving, long-range correlated surrogate for written language and other symbolic sequences",Marcelo A. Montemurro; Mirko Degli Esposti,2026,q-bio.GN,"Symbolic sequences such as written language and genomic DNA display characteristic frequency distributions and long-range correlations extending over many symbols. In language, this takes the form of Zipf's law for word frequencies together with persistent correlations spanning hundreds or thousands of tokens, while in DNA it is reflected in nucleotide composition and long-memory walks under purine-pyrimidine mappings. Existing surrogate models usually preserve either the frequency distribution or the correlation properties, but not both simultaneously.
  We introduce a surrogate model that retains both constraints: it preserves the empirical symbol frequencies of the original sequence and reproduces its long-range correlation structure, quantified by the detrended fluctuation analysis (DFA) exponent. Our method generates surrogates of symbolic sequences by mapping fractional Gaussian noise (FGN) onto the empirical histogram through a frequency-preserving assignment. The resulting surrogates match the original in first-order statistics and long-range scaling while randomising short-range dependencies.
  We validate the model on representative texts in English and Latin, and illustrate its broader applicability with genomic DNA, showing that base composition and DFA scaling are reproduced. This approach provides a principled tool for disentangling structural features of symbolic systems and for testing hypotheses on the origin of scaling laws and memory effects across language, DNA, and other symbolic domains.",https://arxiv.org/abs/2603.02213v1,2603.02213v1,10.1016/j.physa.2025.131227,Medicine,arXiv,{}
Unlocking Noisy Real-World Corpora for Foundation Model Pre-Training via Quality-Aware Tokenization,Arvid E. Gollwitzer; Paridhi Latawa; David de Gruijl; Deepak A. Subramanian; Adrián Noriega de la Colina,2026,q-bio.GN,"Current tokenization methods process sequential data without accounting for signal quality, limiting their effectiveness on noisy real-world corpora. We present QA-Token (Quality-Aware Tokenization), which incorporates data reliability directly into vocabulary construction. We make three key contributions: (i) a bilevel optimization formulation that jointly optimizes vocabulary construction and downstream performance, (ii) a reinforcement learning approach that learns merge policies through quality-aware rewards with convergence guarantees, and (iii) an adaptive parameter learning mechanism via Gumbel-Softmax relaxation for end-to-end optimization. Our experimental evaluation demonstrates consistent improvements: genomics (6.7 percentage point F1 gain in variant calling over BPE), finance (30% Sharpe ratio improvement). At foundation scale, we tokenize a pretraining corpus comprising 1.7 trillion base-pairs and achieve state-of-the-art pathogen detection (94.53 MCC) while reducing token count by 15%. We unlock noisy real-world corpora, spanning petabases of genomic sequences and terabytes of financial time series, for foundation model training with zero inference overhead.",https://arxiv.org/abs/2602.06394v1,2602.06394v1,,Medicine,arXiv,{}
RareCollab -- An Agentic System Diagnosing Mendelian Disorders with Integrated Phenotypic and Molecular Evidence,Guantong Qi; Jiasheng Wang; Mei Ling Chong; Zahid Shaik; Shenglan Li; Shinya Yamamoto; Undiagnosed Diseases Network; Pengfei Liu; Hu Chen; Zhandong Liu,2026,q-bio.GN,"Millions of children worldwide are affected by severe rare Mendelian disorders, yet exome and genome sequencing still fail to provide a definitive molecular diagnosis for a large fraction of patients, prolonging the diagnostic odyssey. Bridging this gap increasingly requires transitioning from DNA-only interpretation to multi-modal diagnostic reasoning that combines genomic data, transcriptomic sequencing (RNA-seq), and phenotype information; however, computational frameworks that coherently integrate these signals remain limited. Here we present RareCollab, an agentic diagnostic framework that pairs a stable quantitative Diagnostic Engine with Large Language Model (LLM)-based specialist modules that produce high-resolution, interpretable assessments from transcriptomic signals, phenotypes, variant databases, and the literature to prioritize potential diagnostic variants. In a rigorously curated benchmark of Undiagnosed Diseases Network (UDN) patients with paired genomic and transcriptomic data, RareCollab achieved 77% top-5 diagnostic accuracy and improved top-1 to top-5 accuracy by ~20% over widely used variant-prioritization approaches. RareCollab illustrates how modular artificial intelligence (AI) can operationalize multi-modal evidence for accurate, scalable rare disease diagnosis, offering a promising path toward reducing the diagnostic odyssey for affected families.",https://arxiv.org/abs/2602.04058v1,2602.04058v1,,Medicine,arXiv,{}
Beyond Independent Genes: Learning Module-Inductive Representations for Gene Perturbation Prediction,Jiafa Ruan; Ruijie Quan; Zongxin Yang; Liyang Xu; Yi Yang,2026,q-bio.GN,"Predicting transcriptional responses to genetic perturbations is a central problem in functional genomics. In practice, perturbation responses are rarely gene-independent but instead manifest as coordinated, program-level transcriptional changes among functionally related genes. However, most existing methods do not explicitly model such coordination, due to gene-wise modeling paradigms and reliance on static biological priors that cannot capture dynamic program reorganization. To address these limitations, we propose scBIG, a module-inductive perturbation prediction framework that explicitly models coordinated gene programs. scBIG induces coherent gene programs from data via Gene-Relation Clustering, captures inter-program interactions through a Gene-Cluster-Aware Encoder, and preserves modular coordination using structure-aware alignment objectives. These structured representations are then modeled using conditional flow matching to enable flexible and generalizable perturbation prediction. Extensive experiments on multiple single-cell perturbation benchmarks show that scBIG consistently outperforms state-of-the-art methods, particularly on unseen and combinatorial perturbation settings, achieving an average improvement of 6.7% over the strongest baselines.",https://arxiv.org/abs/2602.04901v1,2602.04901v1,,Medicine,arXiv,{}
ScDiVa: Masked Discrete Diffusion for Joint Modeling of Single-Cell Identity and Expression,Mingxuan Wang; Cheng Chen; Gaoyang Jiang; Zijia Ren; Chuangxin Zhao; Lu Shi; Yanbiao Ma,2026,q-bio.GN,"Single-cell RNA-seq profiles are high-dimensional, sparse, and unordered, causing autoregressive generation to impose an artificial ordering bias and suffer from error accumulation. To address this, we propose scDiVa, a masked discrete diffusion foundation model that aligns generation with the dropout-like corruption process by defining a continuous-time forward masking mechanism in token space. ScDiVa features a bidirectional denoiser that jointly models discrete gene identities and continuous values, utilizing entropy-normalized serialization and a latent anchor token to maximize information efficiency and preserve global cell identity. The model is trained via depth-invariant time sampling and a dual denoising objective to simulate varying sparsity levels while ensuring precise recovery of both identity and magnitude. Pre-trained on 59 million cells, scDiVa achieves strong transfer performance across major benchmarks, including batch integration, cell type annotation, and perturbation response prediction. These results suggest that masked discrete diffusion serves as a biologically coherent and effective alternative to autoregression.",https://arxiv.org/abs/2602.03477v1,2602.03477v1,,Medicine,arXiv,{}
MARADONER: Motif Activity Response Analysis Done Right,Georgy Meshcheryakov; Andrey I. Buyan,2026,q-bio.GN,"Inferring the activities of transcription factors from high-throughput transcriptomic or open chromatin profiling, such as RNA-/CAGE-/ATAC-Seq, is a long-standing challenge in systems biology. Identification of highly active master regulators enables mechanistic interpretation of differential gene expression, chromatin state changes, or perturbation responses across conditions, cell types, and diseases. Here, we describe MARADONER, a statistical framework and its software implementation for motif activity response analysis (MARA), utilizing the sequence-level features obtained with pattern matching (motif scanning) of individual promoters and promoter- or gene-level activity or expression estimates. Compared to the classic MARA, MARADONER (MARA-done-right) employs an unbiased variance parameter estimation and a bias-adjusted likelihood estimation of fixed effects, thereby enhancing goodness-of-fit and the accuracy of activity estimation. Further, MARADONER is capable of accounting for heteroscedasticity of motif scores and activity estimates.",https://arxiv.org/abs/2602.03343v1,2602.03343v1,,Medicine,arXiv,{}
DOGMA: Weaving Structural Information into Data-centric Single-cell Transcriptomics Analysis,Ru Zhang; Xunkai Li; Yaxin Deng; Sicheng Liu; Daohan Su; Qiangqiang Dai; Hongchao Qin; Rong-Hua Li; Guoren Wang; Jia Li,2026,q-bio.GN,"Recently, data-centric AI methodology has been a dominant paradigm in single-cell transcriptomics analysis, which treats data representation rather than model complexity as the fundamental bottleneck. In the review of current studies, earlier sequence methods treat cells as independent entities and adapt prevalent ML models to analyze their directly inherited sequence data. Despite their simplicity and intuition, these methods overlook the latent intercellular relationships driven by the functional mechanisms of biological systems and the inherent quality issues of the raw sequence data. Therefore, a series of structured methods has emerged. Although they employ various heuristic rules to capture intricate intercellular relationships and enhance the raw sequencing data, these methods often neglect biological prior knowledge. This omission incurs substantial overhead and yields suboptimal graph representations, thereby hindering the utility of ML models.
  To address them, we propose DOGMA, a holistic data-centric framework designed for the structural reshaping and semantic enhancement of raw data through multi-level biological prior knowledge. Transcending reliance on stochastic heuristics, DOGMA redefines graph construction by integrating Statistical Anchors with Cell Ontology and Phylogenetic Trees to enable deterministic structure discovery and robust cross-species alignment. Furthermore, Gene Ontology is utilized to bridge the feature-level semantic gap by incorporating functional priors. In complex multi-species and multi-organ benchmarks, DOGMA achieves SOTA performance, exhibiting superior zero-shot robustness and sample efficiency while operating with significantly lower computational cost.",https://arxiv.org/abs/2602.01839v1,2602.01839v1,,Medicine,arXiv,{}
Toward Interpretable and Generalizable AI in Regulatory Genomics,Masayuki Nagai; Alan E. Murphy; Kaeli Rizzo; Peter K. Koo,2026,q-bio.GN,"Deciphering how DNA sequence encodes gene regulation remains a central challenge in biology. Advances in machine learning and functional genomics have enabled sequence-to-function (seq2func) models that predict molecular regulatory readouts directly from DNA sequence. These models are now widely used for variant effect prediction, mechanistic interpretation, and regulatory sequence design. Despite strong performance on held-out genomic regions, their ability to generalize across genetic variation and cellular contexts remains inconsistent. Here we examine how architectural choices, training data, and prediction tasks shape the behavior of seq2func models. We synthesize how interpretability methods and evaluation practices have probed learned cis-regulatory organization and highlighted systematic failure modes, clarifying why strong predictive accuracy can fail to translate into robust regulatory understanding. We argue that progress will require reframing seq2func models as continually refined systems, in which targeted perturbation experiments, systematic evaluation, and iterative model updates are tightly coupled through AI-experiment feedback loops. Under this framework, seq2func models become self-improving tools that progressively deepen their mechanistic grounding and more reliably support biological discovery.",https://arxiv.org/abs/2602.01230v1,2602.01230v1,,Medicine,arXiv,{}
Classification of SARS-CoV-2 Variants through The Epistatical Circos Plots with Convolutional Neural Networks,Bo Jing; Yu-Han Huang; Hong-Li Zeng; Erik Aurell,2026,q-bio.GN,"The COVID-19 pandemic has profoundly affected global health, driven by the remarkable transmissibility and mutational adaptability of the SARS-CoV-2 virus. Five major variants of concern, Alpha, Beta, Gamma, Delta, and Omicron, have been identified. By August 2022, over 12.95 million full-length SARS-CoV-2 genome sequences had been deposited in the Global Initiative on Sharing Avian Influenza Data (GISAID) database, offering an unprecedented opportunity to investigate viral evolution and epistatic interactions. Recent advances in epistatic inference, exemplified by Direct Coupling Analysis (DCA) (Zeng et al., Phys. Rev. E, 2022), have generated numerous Circos plots illustrating genetic inter-dependencies. In this study, we constructed a dataset of 1,984 Circos plots and developed a convolutional neural network (CNN) framework to classify and identify the corresponding genomic variants. The CNN effectively captured complex epistatic features, achieving an accuracy of 99.26\%. These findings demonstrate that CNN-based models can serve as powerful tools for exploring higher-order genetic dependencies, providing deeper insights into the evolutionary dynamics and adaptive mechanisms of SARS-CoV-2.",https://arxiv.org/abs/2601.22866v1,2601.22866v1,,Medicine,arXiv,{}
Predicting Gene Disease Associations in Type 2 Diabetes Using Machine Learning on Single-Cell RNA-Seq Data,Maria De La Luz Lomboy Toledo; Daniel Onah,2026,q-bio.GN,"Diabetes is a chronic metabolic disorder characterized by elevated blood glucose levels due to impaired insulin production or function. Two main forms are recognized: type 1 diabetes (T1D), which involves autoimmune destruction of insulin-producing \b{eta}-cells, and type 2 diabetes (T2D), which arises from insulin resistance and progressive \b{eta}-cell dysfunction. Understanding the molecular mechanisms underlying these diseases is essential for the development of improved therapeutic strategies, particularly those targeting \b{eta}-cell dysfunction. To investigate these mechanisms in a controlled and biologically interpretable setting, mouse models have played a central role in diabetes research. Owing to their genetic and physiological similarity to humans, together with the ability to precisely manipulate their genome, mice enable detailed investigation of disease progression and gene function. In particular, mouse models have provided critical insights into \b{eta}-cell development, cellular heterogeneity, and functional failure under diabetic conditions. Building on these experimental advances, this study applies machine learning methods to single-cell transcriptomic data from mouse pancreatic islets. Specifically, we evaluate two supervised approaches identified in the literature; Extra Trees Classifier (ETC) and Partial Least Squares Discriminant Analysis (PLS-DA), to assess their ability to identify T2D-associated gene expression signatures at single-cell resolution. Model performance is evaluated using standard classification metrics, with an emphasis on interpretability and biological relevance",https://arxiv.org/abs/2602.09036v1,2602.09036v1,,Medicine,arXiv,{}
Accelerating De Novo Genome Assembly via Quantum-Assisted Graph Optimization with Bitstring Recovery,Jaya Vasavi Pamidimukkala; Himanshu Sahu; Ashwini Kannan; Janani Ananthanarayanan; Kalyan Dasgupta; Sanjib Senapati,2026,q-bio.GN,"Genome sequencing is essential to decode genetic information, identify organisms, understand diseases and advance personalized medicine. A critical step in any genome sequencing technique is genome assembly. However, de novo genome assembly, which involves constructing an entire genome sequence from scratch without a reference genome, presents significant challenges due to its high computational complexity, affecting both time and accuracy. In this study, we propose a hybrid approach utilizing a quantum computing-based optimization algorithm integrated with classical pre-processing to expedite the genome assembly process. Specifically, we present a method to solve the Hamiltonian and Eulerian paths within the genome assembly graph using gate-based quantum computing through a Higher-Order Binary Optimization (HOBO) formulation with the Variational Quantum Eigensolver algorithm (VQE), in addition to a novel bitstring recovery mechanism to improve optimizer traversal of the solution space. A comparative analysis with classical optimization techniques was performed to assess the effectiveness of our quantum-based approach in genome assembly. The results indicate that, as quantum hardware continues to evolve and noise levels diminish, our formulation holds a significant potential to accelerate genome sequencing by offering faster and more accurate solutions to the complex challenges in genomic research.",https://arxiv.org/abs/2602.00156v1,2602.00156v1,,Medicine,arXiv,{}
Beyond Conditional Computation: Retrieval-Augmented Genomic Foundation Models with Gengram,Huinan Xu; Xuyang Feng; Junhong Chen; Junchen Liu; Kaiwen Deng; Kai Ding; Shengning Long; Jiaxue Shuai; Zhaorong Li; Shiping Liu; Guirong Xue; Zhan Xiao,2026,q-bio.GN,"Current genomic foundation models (GFMs) rely on extensive neural computation to implicitly approximate conserved biological motifs from single-nucleotide inputs. We propose Gengram, a conditional memory module that introduces an explicit and highly efficient lookup primitive for multi-base motifs via a genomic-specific hashing scheme, establishing genomic ""syntax"". Integrated into the backbone of state-of-the-art GFMs, Gengram achieves substantial gains (up to 14%) across several functional genomics tasks. The module demonstrates robust architectural generalization, while further inspection of Gengram's latent space reveals the emergence of meaningful representations that align closely with fundamental biological knowledge. By establishing structured motif memory as a modeling primitive, Gengram simultaneously boosts empirical performance and mechanistic interpretability, providing a scalable and biology-aligned pathway for the next generation of GFMs. The code is available at https://github.com/zhejianglab/Genos, and the model checkpoint is available at https://huggingface.co/ZhejiangLab/Gengram.",https://arxiv.org/abs/2601.22203v1,2601.22203v1,,Medicine,arXiv,{}
WFR-MFM: One-Step Inference for Dynamic Unbalanced Optimal Transport,Xinyu Wang; Ruoyu Wang; Qiangwei Peng; Peijie Zhou; Tiejun Li,2026,q-bio.GN,"Reconstructing dynamical evolution from limited observations is a fundamental challenge in single-cell biology, where dynamic unbalanced optimal transport provides a principled framework for modeling coupled transport and mass variation. However, existing approaches rely on trajectory simulation at inference time, making inference a key bottleneck for scalable applications. In this work, we propose a mean-flow framework for unbalanced flow matching that summarizes both transport and mass-growth dynamics over arbitrary time intervals using mean velocity and mass-growth fields, enabling fast one-step generation without trajectory simulation. To solve dynamic unbalanced optimal transport under the Wasserstein-Fisher-Rao geometry, we further build on this framework to develop Wasserstein-Fisher-Rao Mean Flow Matching (WFR-MFM). Across synthetic and real single-cell RNA sequencing datasets, WFR-MFM achieves orders-of-magnitude faster inference than a range of existing baselines while maintaining high predictive accuracy, and enables efficient perturbation response prediction on large synthetic datasets with thousands of conditions.",https://arxiv.org/abs/2601.20606v1,2601.20606v1,,Medicine,arXiv,{}
GenPairX: A Hardware-Algorithm Co-Designed Accelerator for Paired-End Read Mapping,Julien Eudine; Chu Li; Zhuo Cheng; Renzo Andri; Can Firtina; Mohammad Sadrosadati; Nika Mansouri Ghiasi; Konstantina Koliogeorgi; Anirban Nag; Arash Tavakkol; Haiyu Mao; Onur Mutlu; Shai Bergman; Ji Zhang,2026,q-bio.GN,"Genome sequencing has become a central focus in computational biology. A genome study typically begins with sequencing, which produces millions to billions of short DNA fragments known as reads. Read mapping aligns these reads to a reference genome. Read mapping for short reads comes in two forms: single-end and paired-end, with the latter being more prevalent due to its higher accuracy and support for advanced analysis. Read mapping remains a major performance bottleneck in genome analysis due to expensive dynamic programming. Prior efforts have attempted to mitigate this cost by employing filters to identify and potentially discard computationally expensive matches and leveraging hardware accelerators to speed up the computations. While partially effective, these approaches have limitations. In particular, existing filters are often ineffective for paired-end reads, as they evaluate each read independently and exhibit relatively low filtering ratios. In this work, we propose GenPairX, a hardware-algorithm co-designed accelerator that efficiently minimizes the computational load of paired-end read mapping while enhancing the throughput of memory-intensive operations. GenPairX introduces: (1) a novel filtering algorithm that jointly considers both reads in a pair to improve filtering effectiveness, and a lightweight alignment algorithm to replace most of the computationally expensive dynamic programming operations, and (2) two specialized hardware mechanisms to support the proposed algorithms. Our evaluations show that GenPairX delivers substantial performance improvements over state-of-the-art solutions, achieving 1575x and 1.43x higher throughput per watt compared to leading CPU-based and accelerator-based read mappers, respectively, all without compromising accuracy.",https://arxiv.org/abs/2601.19384v1,2601.19384v1,,Medicine,arXiv,{}
Y-Trim: Evidence-gated Adaptase tail trimming for single-stranded bisulfite sequencing,Yihan Fang,2026,q-bio.GN,"Background: Single-stranded whole-genome bisulfite sequencing (ssWGBS) enables DNA methylation profiling in low-input and highly fragmented material, including cell-free DNA. In widely used post-bisulfite protocols, Adaptase-mediated tailing adds stochastic, template-free end sequence. Unlike adapter-defined junctions, these tails lack a fixed sequence template, so trimming must be decided from FASTQ-stage observables under intrinsic uncertainty.
  Results: We show that bisulfite-induced compositional degeneracy implies a strictly positive error floor for any fixed per-read boundary rule under a finite nucleotide alphabet. Guided by this limit, we introduce Y-Trim, an evidence-gated framework that separates admission (should we trim) from inference (where to trim). For Read 2, Y-Trim performs per-read adaptive cut placement via a fixed, chemistry-typed matrix-linear texture scoring scheme; for Read 1, it uses automated sample-level anchoring when read-level localization is feasibility-limited. Across modules, Y-Trim is an explicit, chemistry-specific decision rule with interpretable operating points. On a curated 34-run public cohort (CCGB-34) and simulator stress tests with known latent boundaries, Y-Trim exhibits stable Read 2 operating behavior and Read 1 feasibility-limited behavior consistent with conditional read-through.
  Conclusions: Template-free Adaptase tail trimming is best viewed as an evidence-limited FASTQ-stage decision rather than a generic preprocessing knob. By making admissibility and abstention explicit and exposing interpretable genomic-retention versus residual-carryover trade-offs, Y-Trim provides a practical uncertainty-aware preprocessing strategy for ssWGBS.",https://arxiv.org/abs/2601.19002v4,2601.19002v4,,Medicine,arXiv,{}
LaCoGSEA: Unsupervised deep learning for pathway analysis via latent correlation,Zhiwei Zheng; Kevin Bryson,2026,q-bio.GN,"Motivation: Pathway enrichment analysis is widely used to interpret gene expression data. Standard approaches, such as GSEA, rely on predefined phenotypic labels and pairwise comparisons, which limits their applicability in unsupervised settings. Existing unsupervised extensions, including single-sample methods, provide pathway-level summaries but primarily capture linear relationships and do not explicitly model gene-pathway associations. More recently, deep learning models have been explored to capture non-linear transcriptomic structure. However, their interpretation has typically relied on generic explainable AI (XAI) techniques designed for feature-level attribution. As these methods are not designed for pathway-level interpretation in unsupervised transcriptomic analyses, their effectiveness in this setting remains limited.
  Results: To bridge this gap, we introduce LaCoGSEA (Latent Correlation GSEA), an unsupervised framework that integrates deep representation learning with robust pathway statistics. LaCoGSEA employs an autoencoder to capture non-linear manifolds and proposes a global gene-latent correlation metric as a proxy for differential expression, generating dense gene rankings without prior labels. We demonstrate that LaCoGSEA offers three key advantages: (i) it achieves improved clustering performance in distinguishing cancer subtypes compared to existing unsupervised baselines; (ii) it recovers a broader range of biologically meaningful pathways at higher ranks compared with linear dimensionality reduction and gradient-based XAI methods; and (iii) it maintains high robustness and consistency across varying experimental protocols and dataset sizes. Overall, LaCoGSEA provides state-of-the-art performance in unsupervised pathway enrichment analysis.
  Availability and implementation: https://github.com/willyzzz/LaCoGSEA",https://arxiv.org/abs/2601.18604v2,2601.18604v2,,Medicine,arXiv,{}
Motif Diversity in Human Liver ChIP-seq Data Using MAP-Elites,Alejandro Medina; Mary Lauren Benton,2026,q-bio.GN,"Motif discovery is a core problem in computational biology, traditionally formulated as a likelihood optimization task that returns a single dominant motif from a DNA sequence dataset. However, regulatory sequence data admit multiple plausible motif explanations, reflecting underlying biological heterogeneity. In this work, we frame motif discovery as a quality-diversity problem and apply the MAP-Elites algorithm to evolve position weight matrix motifs under a likelihood-based fitness objective while explicitly preserving diversity across biologically meaningful dimensions. We evaluate MAP-Elites using three complementary behavioral characterizations that capture trade-offs between motif specificity, compositional structure, coverage, and robustness. Experiments on human CTCF liver ChIP-seq data aligned to the human reference genome compare MAP-Elites against a standard motif discovery tool, MEME, under matched evaluation criteria across stratified dataset subsets. Results show that MAP-Elites recovers multiple high-quality motif variants with fitness comparable to MEME's strongest solutions while revealing structured diversity obscured by single-solution approaches.",https://arxiv.org/abs/2601.17808v1,2601.17808v1,,Medicine,arXiv,{}
False Metallization in Short-Ranged Machine Learned Interatomic Potentials,Isaac J. Parker; Mandy J. Hoffmann; William J. Baldwin; Shuang Han; Srishti Gupta; Kara D. Fong; Angelos Michaelides; Christoph Schran; Sandip De; Gábor Csányi,2026,physics.chem-ph,"Machine learned interatomic potentials (MLIPs) have enabled atomistic simulations with ab initio accuracy for a fraction of the computational cost. However, many widely used MLIPs are short-ranged and do not accurately capture long-ranged electrostatic interactions. At interfaces with polar solvents, such as water, this deficiency can drive unphysical long-distance dipolar alignment far away from the interface. Here we reveal that neglecting long-ranged physics leads to spurious metallization of the water layer due to artificially large fluctuations of the total solvent dipole, similar to the electron rearrangement observed to prevent polar catastrophes at polar interfaces. This metallization is eliminated in MLIPs that explicitly include long-ranged electrostatics. Our results showcase a fundamental flaw of short-ranged MLIPs, highlighting that long-ranged electrostatics are essential for studying systems with a polar-liquid component, especially if one is interested in electronic properties.",https://arxiv.org/abs/2603.04228v1,2603.04228v1,,Chemistry,arXiv,{}
